Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType
Australia,South Wharf,"-37.824997,144.951999",Reprographics & Stationery,"51,980.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Reprographics & Stationery,"22,622.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,"20,302.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,"54,456.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,"31,065.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,"39,014.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,"24,453.00",Subcontract
Australia,South Wharf,"-37.824997,144.951999",Utilities,"23,060.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,"21,493.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,"17,452.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,"58,445.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,"5,969.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Security,"22,266.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,"35,092.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,"32,114.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,"10,791.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,"46,272.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,"14,205.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,"6,664.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,"53,987.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,"30,477.00",Subcontract
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,"31,559.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,"26,856.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,"56,653.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,"16,641.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Security,"31,890.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,"20,818.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,"47,029.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,"55,221.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,"20,265.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,"7,931.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,"6,022.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,"33,635.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,"9,968.00",Subcontract
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,"7,032.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Security,"56,774.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,"22,675.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,"12,975.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Reprographics & Stationery,"52,402.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,"32,517.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,"5,768.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,"37,034.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,"19,685.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,"50,024.00",Subcontract
New Zealand,Dunedin,"-45.87876,170.502798",Utilities,"52,551.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,"22,220.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,"24,055.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,"31,594.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,"22,390.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Security,"21,133.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,"6,281.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,"13,143.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Reprographics & Stationery,"52,100.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,"52,011.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,"40,259.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,"48,138.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,"32,540.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,"7,531.00",Subcontract
New Zealand,Auckland DC,"-36.84846,174.763332",Utilities,"26,720.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,"34,206.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,"40,091.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,"52,123.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,"9,372.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Security,"44,707.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,"15,482.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,"45,303.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Reprographics & Stationery,"6,690.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,"48,892.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,"46,836.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,"18,674.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,"21,239.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,"47,329.00",Subcontract
New Zealand,Avondale,"-36.894517,174.696524",Utilities,"33,803.00",Subcontract
India,Baddi,"30.957826,76.791356",Security,"16,693.00",Subcontract
India,Baddi,"30.957826,76.791356",Security,"7,433.00",Subcontract
India,Baddi,"30.957826,76.791356",Security,"27,080.00",Subcontract
India,Baddi,"30.957826,76.791356",Security,"54,492.00",Subcontract
India,Baddi,"30.957826,76.791356",Security,"30,487.00",Subcontract
India,Baddi,"30.957826,76.791356",Security,"26,203.00",Subcontract
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,"27,788.00",Subcontract
India,Baddi,"30.957826,76.791356",Utilities,"16,514.00",Subcontract
India,Baddi,"30.957826,76.791356",Utilities,"10,889.00",Subcontract
India,Baddi,"30.957826,76.791356",Utilities,"15,939.00",Subcontract
India,Baddi,"30.957826,76.791356",Utilities,"34,195.00",Subcontract
India,Baddi,"30.957826,76.791356",Utilities,"51,334.00",Subcontract
India,Baddi,"30.957826,76.791356",Utilities,"47,580.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,"11,908.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,"39,546.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,"17,219.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,"13,348.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,"56,165.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Security,"29,580.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,"23,446.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,"12,992.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Reprographics & Stationery,"39,244.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,"26,839.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,"57,046.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,"6,596.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,"8,089.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,"18,152.00",Subcontract
India,Mumbai EC,"19.030029,72.861308",Utilities,"51,980.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,"22,622.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,"20,302.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,"54,456.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Security,"31,065.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,"39,014.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,"24,453.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,"23,060.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,"21,493.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,"17,452.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,"58,445.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,"5,969.00",Subcontract
Singapore,Jurong,"1.364434,103.775263",Utilities,"22,266.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,"35,092.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,"32,114.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,"10,791.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,"46,272.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,"14,205.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Security,"6,664.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,"53,987.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,"30,477.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,"31,559.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,"26,856.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,"56,653.00",Subcontract
Singapore,Keppel Bay Towers,"1.352083,103.819836",Utilities,"16,641.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,"31,890.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,"20,818.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,"47,029.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,"55,221.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Security,"20,265.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,"7,931.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,"6,022.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Reprographics & Stationery,"33,635.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,"9,968.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,"7,032.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,"56,774.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,"22,675.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,"12,975.00",Subcontract
Thailand,Lad Krabang,"13.722049,100.784157",Utilities,"52,402.00",Subcontract
