Country,Site,latitude_longitude,ServiceLine,Baseline,DeliveryType,expenseSubGroup
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,3757,Self Delivery,8255 Shipping and Receiving
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,4286,Self Delivery,8255 Shipping and Receiving
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",4286,Self Delivery,8260 Conference Rooms
Australia,Dandenong VDC,"-37.98746,145.214861",Real Estate & Property management,4905,Self Delivery,8300 Property Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",2859,Self Delivery,8264 AV/Video Conf Srvcs
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",4922,Self Delivery,8263 Event Management
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,3349,Self Delivery,8235 Mailroom Services
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",3665,Self Delivery,8264 AV/Video Conf Srvcs
Singapore,Jurong,"1.364434,103.775263",Real Estate & Property management,3665,Self Delivery,8300 Property Mgt Services
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,449,Subcontract,1349 Mechanical Systems Maint
Singapore,Jurong,"1.364434,103.775263",FM management & administration,29059,Self Delivery,8200 Call Center
Singapore,Keppel Bay Towers,"1.352083,103.819836","E, H, S & Q, compliance",7275,Self Delivery,8215 Env Health and Safety
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,2517,Self Delivery,8235 Mailroom Services
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",4683,Self Delivery,8263 Event Management
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,2517,Self Delivery,8255 Shipping and Receiving
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",4683,Self Delivery,8264 AV/Video Conf Srvcs
Australia,Scoresby,"-37.898567,145.230362",Grounds Maintenance,29393,Self Delivery,1804 Interior - Plants
Australia,Dandenong VDC,"-37.98746,145.214861",Document Management,9311,Self Delivery,8250 Records Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",Grounds Maintenance,6598,Self Delivery,3500 Roads
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",3804,Self Delivery,8263 Event Management
India,Baddi,"30.957826,76.791356",Projects,3804,Self Delivery,8005 Project Mngmnt Services
New Zealand,Auckland DC,"-36.84846,174.763332",Real Estate & Property management,4142,Self Delivery,8300 Property Mgt Services
India,Baddi,"30.957826,76.791356",Mail Room & Reception,2938,Self Delivery,8255 Shipping and Receiving
New Zealand,Dunedin,"-45.87876,170.502798",FM management & administration,16189,Self Delivery,5721 IT Maximo
Thailand,Lad Krabang,"13.722049,100.784157",Document Management,3635,Self Delivery,8250 Records Mgt Services
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,2927,Self Delivery,8238 Courier Services
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,427,Subcontract,1303 Building Chiller Maint
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",3680,Self Delivery,8264 AV/Video Conf Srvcs
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,4809,Self Delivery,8238 Courier Services
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,3221,Self Delivery,8235 Mailroom Services
Australia,Scoresby,"-37.898567,145.230362",Projects,3270,Self Delivery,8120 Space Planning Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,3270,Self Delivery,8255 Shipping and Receiving
Australia,Ringwood,"-37.814262,145.227386",Employee Convenience Services,7370,Self Delivery,6100 Parking Operations
New Zealand,Auckland DC,"-36.84846,174.763332",FM management & administration,10178,Self Delivery,5205 Corporate Allocations
Australia,State Sales Offices,"-37.814107,144.96328",Projects,3346,Self Delivery,8120 Space Planning Services
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,2998,Self Delivery,8255 Shipping and Receiving
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,2866,Self Delivery,8255 Shipping and Receiving
Singapore,Keppel Bay Towers,"1.352083,103.819836",Real Estate & Property management,2866,Self Delivery,8300 Property Mgt Services
Australia,State Sales Offices,"-37.814107,144.96328",Projects,2467,Self Delivery,8005 Project Mngmnt Services
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,4991,Self Delivery,8238 Courier Services
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",4991,Self Delivery,8263 Event Management
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",2567,Self Delivery,8260 Conference Rooms
India,Baddi,"30.957826,76.791356",Projects,2567,Self Delivery,8120 Space Planning Services
India,Mumbai EC,"19.030029,72.861308",Employee Convenience Services,7020,Self Delivery,8245 Wellness Center Services
India,Mumbai EC,"19.030029,72.861308",Grounds Maintenance,7686,Self Delivery,3403 Grounds - Lighting
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,391,Subcontract,1301 Ventilation System Maint
Australia,Dandenong VDC,"-37.98746,145.214861",Grounds Maintenance,15330,Self Delivery,1804 Interior - Plants
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,4157,Self Delivery,8255 Shipping and Receiving
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",4451,Self Delivery,8260 Conference Rooms
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,4791,Self Delivery,8235 Mailroom Services
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,4791,Self Delivery,8255 Shipping and Receiving
Australia,Scoresby,"-37.898567,145.230362",Projects,3902,Self Delivery,8005 Project Mngmnt Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",Mail Room & Reception,3902,Self Delivery,8235 Mailroom Services
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",4541,Self Delivery,8260 Conference Rooms
Australia,Claremont,"-31.981633,115.781288","Meetings, Communications, Events",5062,Self Delivery,8264 AV/Video Conf Srvcs
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",5057,Self Delivery,8263 Event Management
India,Baddi,"30.957826,76.791356",Real Estate & Property management,5062,Self Delivery,8300 Property Mgt Services
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,4036,Self Delivery,8238 Courier Services
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,14412,Self Delivery,5721 IT Maximo
India,Baddi,"30.957826,76.791356",Mail Room & Reception,4555,Self Delivery,5710 Reception Services
Australia,Dandenong VDC,"-37.98746,145.214861",FM management & administration,8666,Self Delivery,8205 Helpdesk Services
Australia,Ringwood,"-37.814262,145.227386",Mail Room & Reception,3815,Self Delivery,8238 Courier Services
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",3815,Self Delivery,8263 Event Management
India,Baddi,"30.957826,76.791356",Mail Room & Reception,3053,Self Delivery,8238 Courier Services
Australia,State Sales Offices,"-37.814107,144.96328",FM management & administration,28964,Self Delivery,5720 IT Maintenance
Australia,Scoresby,"-37.898567,145.230362",FM management & administration,13996,Self Delivery,8200 Call Center
New Zealand,Dunedin,"-45.87876,170.502798",Building Fabric,344,Self Delivery,1390 Water Treatment Services
New Zealand,Dunedin,"-45.87876,170.502798",Projects,2604,Self Delivery,8005 Project Mngmnt Services
Australia,Ringwood,"-37.814262,145.227386",Projects,4501,Self Delivery,8120 Space Planning Services
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,4501,Self Delivery,5710 Reception Services
Australia,South Wharf,"-37.824997,144.951999",FM management & administration,7174,Self Delivery,8240 Stock/InvControl Services
Australia,South Wharf,"-37.824997,144.951999",Projects,4726,Self Delivery,8120 Space Planning Services
Australia,Claremont,"-31.981633,115.781288",Projects,2680,Self Delivery,8120 Space Planning Services
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,2680,Self Delivery,8235 Mailroom Services
India,Baddi,"30.957826,76.791356",Mail Room & Reception,5315,Self Delivery,8235 Mailroom Services
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,3131,Self Delivery,8235 Mailroom Services
Australia,Scoresby,"-37.898567,145.230362",Real Estate & Property management,3939,Self Delivery,8300 Property Mgt Services
Singapore,Keppel Bay Towers,"1.352083,103.819836","Meetings, Communications, Events",3939,Self Delivery,8263 Event Management
Australia,Port Melbourne,"-37.836926,144.94455",FM management & administration,10653,Self Delivery,8126 Office Equipment Mgt
Australia,Dandenong VDC,"-37.98746,145.214861",Employee Convenience Services,7084,Self Delivery,8270 ATM Machine Services
New Zealand,Avondale,"-36.894517,174.696524",Grounds Maintenance,10073,Self Delivery,3400 Roads/Grounds - Other
New Zealand,Avondale,"-36.894517,174.696524","Meetings, Communications, Events",3082,Self Delivery,8263 Event Management
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,2530,Self Delivery,8235 Mailroom Services
Australia,Ringwood,"-37.814262,145.227386",Real Estate & Property management,2704,Self Delivery,8300 Property Mgt Services
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,2704,Self Delivery,8235 Mailroom Services
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,3134,Self Delivery,8235 Mailroom Services
Australia,Claremont,"-31.981633,115.781288",Projects,4031,Self Delivery,8005 Project Mngmnt Services
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,4031,Self Delivery,5710 Reception Services
Australia,Port Melbourne,"-37.836926,144.94455",M&E Equipment,299,Subcontract,1306 Lighting Cntrl Sys Maint
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,5079,Self Delivery,5710 Reception Services
Thailand,Lad Krabang,"13.722049,100.784157",Projects,5079,Self Delivery,8120 Space Planning Services
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events",3158,Self Delivery,8264 AV/Video Conf Srvcs
India,Mumbai EC,"19.030029,72.861308",Projects,3158,Self Delivery,8120 Space Planning Services
Australia,Ringwood,"-37.814262,145.227386",Projects,2776,Self Delivery,8005 Project Mngmnt Services
India,Mumbai EC,"19.030029,72.861308",Real Estate & Property management,2776,Self Delivery,8300 Property Mgt Services
New Zealand,Auckland DC,"-36.84846,174.763332",Projects,3323,Self Delivery,8120 Space Planning Services
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",3269,Self Delivery,8260 Conference Rooms
Australia,Ringwood,"-37.814262,145.227386",Building Fabric,279,Self Delivery,1201 Goods Elevator Maint
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,2758,Self Delivery,5710 Reception Services
New Zealand,Dunedin,"-45.87876,170.502798",Projects,3043,Self Delivery,8120 Space Planning Services
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,2438,Self Delivery,8255 Shipping and Receiving
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",2438,Self Delivery,8264 AV/Video Conf Srvcs
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,3650,Self Delivery,5710 Reception Services
Singapore,Keppel Bay Towers,"1.352083,103.819836","Meetings, Communications, Events",3650,Self Delivery,8264 AV/Video Conf Srvcs
Australia,State Sales Offices,"-37.814107,144.96328",Security,253,Subcontract,4300 Security - Monitoring
Australia,Scoresby,"-37.898567,145.230362","Meetings, Communications, Events",3294,Self Delivery,8260 Conference Rooms
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,3296,Self Delivery,8238 Courier Services
Singapore,Jurong,"1.364434,103.775263",Projects,3294,Self Delivery,8120 Space Planning Services
Australia,State Sales Offices,"-37.814107,144.96328",Real Estate & Property management,3566,Self Delivery,8300 Property Mgt Services
Singapore,Jurong,"1.364434,103.775263",Building Fabric,234,Self Delivery,1200 Bldg R/M-Elev/Escltr Mnt
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",2868,Self Delivery,8263 Event Management
Australia,Dandenong VDC,"-37.98746,145.214861",Mail Room & Reception,3074,Self Delivery,5710 Reception Services
Australia,Dandenong VDC,"-37.98746,145.214861","Meetings, Communications, Events",4708,Self Delivery,8264 AV/Video Conf Srvcs
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,3565,Self Delivery,5710 Reception Services
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",2735,Self Delivery,8264 AV/Video Conf Srvcs
Australia,State Sales Offices,"-37.814107,144.96328","Meetings, Communications, Events",4134,Self Delivery,8264 AV/Video Conf Srvcs
Australia,South Wharf,"-37.824997,144.951999","Meetings, Communications, Events",2751,Self Delivery,8260 Conference Rooms
New Zealand,Avondale,"-36.894517,174.696524",Projects,2616,Self Delivery,8005 Project Mngmnt Services
India,Mumbai EC,"19.030029,72.861308",M&E Equipment,212,Subcontract,1440 Communications Sys Maint
New Zealand,Dunedin,"-45.87876,170.502798",Mail Room & Reception,3553,Self Delivery,8255 Shipping and Receiving
New Zealand,Avondale,"-36.894517,174.696524",Mail Room & Reception,4600,Self Delivery,5710 Reception Services
Australia,South Wharf,"-37.824997,144.951999",Projects,2211,Self Delivery,8005 Project Mngmnt Services
Australia,Claremont,"-31.981633,115.781288",Mail Room & Reception,3104,Self Delivery,8235 Mailroom Services
India,Baddi,"30.957826,76.791356","Meetings, Communications, Events",3104,Self Delivery,8263 Event Management
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events",2520,Self Delivery,8263 Event Management
India,Mumbai EC,"19.030029,72.861308","Meetings, Communications, Events",2520,Self Delivery,8264 AV/Video Conf Srvcs
New Zealand,Avondale,"-36.894517,174.696524",Projects,4463,Self Delivery,8120 Space Planning Services
Australia,Claremont,"-31.981633,115.781288",Real Estate & Property management,4340,Self Delivery,8300 Property Mgt Services
India,Mumbai EC,"19.030029,72.861308",Mail Room & Reception,4340,Self Delivery,8238 Courier Services
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,4060,Self Delivery,8238 Courier Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",Projects,4060,Self Delivery,8120 Space Planning Services
Australia,State Sales Offices,"-37.814107,144.96328",Mail Room & Reception,4764,Self Delivery,8255 Shipping and Receiving
Australia,Port Melbourne,"-37.836926,144.94455",Projects,2843,Self Delivery,8005 Project Mngmnt Services
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events",2843,Self Delivery,8263 Event Management
Australia,South Wharf,"-37.824997,144.951999",Real Estate & Property management,4901,Self Delivery,8300 Property Mgt Services
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,156,Subcontract,0302 Carpet Cleaning
Australia,Port Melbourne,"-37.836926,144.94455",Real Estate & Property management,2549,Self Delivery,8300 Property Mgt Services
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events",2549,Self Delivery,8264 AV/Video Conf Srvcs
New Zealand,Dunedin,"-45.87876,170.502798","Meetings, Communications, Events",2843,Self Delivery,8263 Event Management
New Zealand,Avondale,"-36.894517,174.696524",Real Estate & Property management,4688,Self Delivery,8300 Property Mgt Services
India,Baddi,"30.957826,76.791356",M&E Equipment,150,Subcontract,1180 Compressed Air System
New Zealand,Auckland DC,"-36.84846,174.763332","Meetings, Communications, Events",2491,Self Delivery,8260 Conference Rooms
Australia,Dandenong VDC,"-37.98746,145.214861",Projects,3901,Self Delivery,8005 Project Mngmnt Services
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,3584,Self Delivery,5710 Reception Services
New Zealand,Auckland DC,"-36.84846,174.763332",Mail Room & Reception,3283,Self Delivery,8238 Courier Services
Singapore,Jurong,"1.364434,103.775263",Mail Room & Reception,3584,Self Delivery,8238 Courier Services
Australia,Ringwood,"-37.814262,145.227386","Meetings, Communications, Events",2356,Self Delivery,8260 Conference Rooms
India,Mumbai EC,"19.030029,72.861308",Projects,2356,Self Delivery,8005 Project Mngmnt Services
New Zealand,Auckland DC,"-36.84846,174.763332",Projects,3710,Self Delivery,8005 Project Mngmnt Services
Australia,Port Melbourne,"-37.836926,144.94455",Projects,3479,Self Delivery,8120 Space Planning Services
Thailand,Lad Krabang,"13.722049,100.784157","Meetings, Communications, Events",3479,Self Delivery,8260 Conference Rooms
Australia,South Wharf,"-37.824997,144.951999",Mail Room & Reception,3850,Self Delivery,8238 Courier Services
Thailand,Lad Krabang,"13.722049,100.784157",Real Estate & Property management,3850,Self Delivery,8300 Property Mgt Services
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",3119,Self Delivery,8260 Conference Rooms
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,3119,Self Delivery,8238 Courier Services
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,119,Subcontract,1302 Building R/M-Boiler Maint
Australia,Dandenong VDC,"-37.98746,145.214861",Projects,3130,Self Delivery,8120 Space Planning Services
Australia,Port Melbourne,"-37.836926,144.94455",Mail Room & Reception,3521,Self Delivery,8235 Mailroom Services
Singapore,Keppel Bay Towers,"1.352083,103.819836",Projects,3521,Self Delivery,8005 Project Mngmnt Services
Australia,Scoresby,"-37.898567,145.230362",Mail Room & Reception,3233,Self Delivery,8255 Shipping and Receiving
Singapore,Jurong,"1.364434,103.775263","Meetings, Communications, Events",3233,Self Delivery,8260 Conference Rooms
Australia,Port Melbourne,"-37.836926,144.94455","Meetings, Communications, Events",2935,Self Delivery,8263 Event Management
Thailand,Lad Krabang,"13.722049,100.784157",Mail Room & Reception,2935,Self Delivery,5710 Reception Services
New Zealand,Dunedin,"-45.87876,170.502798",Real Estate & Property management,3885,Self Delivery,8300 Property Mgt Services
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,99,Subcontract,8221 Print/Paper Supply
Australia,Port Melbourne,"-37.836926,144.94455",Cleaning,98,Subcontract,0311 External Area Cleaning
India,Baddi,"30.957826,76.791356",Reprographics & Stationery,78,Subcontract,8222 Central Reprographics
Singapore,Jurong,"1.364434,103.775263","E, H, S & Q, compliance",76,Self Delivery,8218 Health and Safety Srvcs
Singapore,Jurong,"1.364434,103.775263",Reprographics & Stationery,40,Subcontract,8151 Stationery Management
Singapore,Jurong,"1.364434,103.775263",M&E Equipment,40,Subcontract,1802 Interior - Signage
India,Mumbai EC,"19.030029,72.861308",Cleaning,21447,Subcontract,0201 Cleaning (Interior)
India,Mumbai EC,"19.030029,72.861308",Catering,4732,Subcontract,8024 Catering - Hospitality
India,Baddi,"30.957826,76.791356",Cleaning,0,Subcontract,1801 Interior - Pest Control
Australia,Claremont,"-31.981633,115.781288",Security,50024,Subcontract,4100 Secty-Fence&Barriers
Australia,Claremont,"-31.981633,115.781288",Security,52551,Subcontract,4202 Secty-Emergency Planning
Australia,Claremont,"-31.981633,115.781288",Security,22220,Subcontract,4203 Secty-Lock & Key Controls
Australia,Claremont,"-31.981633,115.781288",Security,24055,Subcontract,4300 Security - Monitoring
Australia,Claremont,"-31.981633,115.781288",Security,31594,Subcontract,4410 Secty-Eqpt CCTV Maint
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,22390,Subcontract,8151 Stationery Management
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,21133,Subcontract,8221 Print/Paper Supply
Australia,Claremont,"-31.981633,115.781288",Reprographics & Stationery,6281,Subcontract,8222 Central Reprographics
Australia,Claremont,"-31.981633,115.781288",Utilities,13143,Subcontract,2001 Utilities - Electrical
Australia,Claremont,"-31.981633,115.781288",Utilities,52100,Subcontract,2002 Utilities - Gas
Australia,Claremont,"-31.981633,115.781288",Utilities,52011,Subcontract,2003 Utilities - Fuel Oil
Australia,Claremont,"-31.981633,115.781288",Utilities,40259,Subcontract,2004 Utilities - Steam
Australia,Claremont,"-31.981633,115.781288",Utilities,48138,Subcontract,2006 Utilities - Water
Australia,Claremont,"-31.981633,115.781288",Utilities,32540,Subcontract,2007 Utilities - Sewer
Australia,Ringwood,"-37.814262,145.227386",Security,7531,Subcontract,4100 Secty-Fence&Barriers
Australia,Ringwood,"-37.814262,145.227386",Security,26720,Subcontract,4202 Secty-Emergency Planning
Australia,Ringwood,"-37.814262,145.227386",Security,34206,Subcontract,4203 Secty-Lock & Key Controls
Australia,Ringwood,"-37.814262,145.227386",Security,40091,Subcontract,4300 Security - Monitoring
Australia,Ringwood,"-37.814262,145.227386",Security,52123,Subcontract,4410 Secty-Eqpt CCTV Maint
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,9372,Subcontract,8151 Stationery Management
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,44707,Subcontract,8221 Print/Paper Supply
Australia,Ringwood,"-37.814262,145.227386",Reprographics & Stationery,15482,Subcontract,8222 Central Reprographics
Australia,Ringwood,"-37.814262,145.227386",Utilities,45303,Subcontract,2001 Utilities - Electrical
Australia,Ringwood,"-37.814262,145.227386",Utilities,6690,Subcontract,2002 Utilities - Gas
Australia,Ringwood,"-37.814262,145.227386",Utilities,48892,Subcontract,2003 Utilities - Fuel Oil
Australia,Ringwood,"-37.814262,145.227386",Utilities,46836,Subcontract,2004 Utilities - Steam
Australia,Ringwood,"-37.814262,145.227386",Utilities,18674,Subcontract,2006 Utilities - Water
Australia,Ringwood,"-37.814262,145.227386",Utilities,21239,Subcontract,2007 Utilities - Sewer
Australia,Scoresby,"-37.898567,145.230362",Security,47329,Subcontract,4100 Secty-Fence&Barriers
Australia,Scoresby,"-37.898567,145.230362",Security,33803,Subcontract,4202 Secty-Emergency Planning
Australia,Scoresby,"-37.898567,145.230362",Security,16693,Subcontract,4203 Secty-Lock & Key Controls
Australia,Scoresby,"-37.898567,145.230362",Security,7433,Subcontract,4300 Security - Monitoring
Australia,Scoresby,"-37.898567,145.230362",Security,27080,Subcontract,4410 Secty-Eqpt CCTV Maint
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,54492,Subcontract,8151 Stationery Management
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,30487,Subcontract,8221 Print/Paper Supply
Australia,Scoresby,"-37.898567,145.230362",Reprographics & Stationery,26203,Subcontract,8222 Central Reprographics
Australia,Scoresby,"-37.898567,145.230362",Utilities,27788,Subcontract,2001 Utilities - Electrical
Australia,Scoresby,"-37.898567,145.230362",Utilities,16514,Subcontract,2002 Utilities - Gas
Australia,Scoresby,"-37.898567,145.230362",Utilities,10889,Subcontract,2003 Utilities - Fuel Oil
Australia,Scoresby,"-37.898567,145.230362",Utilities,15939,Subcontract,2004 Utilities - Steam
Australia,Scoresby,"-37.898567,145.230362",Utilities,34195,Subcontract,2006 Utilities - Water
Australia,Scoresby,"-37.898567,145.230362",Utilities,51334,Subcontract,2007 Utilities - Sewer
Australia,Port Melbourne,"-37.836926,144.94455",Security,47580,Subcontract,4202 Secty-Emergency Planning
Australia,Port Melbourne,"-37.836926,144.94455",Security,11908,Subcontract,4300 Security - Monitoring
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,39546,Subcontract,8151 Stationery Management
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,17219,Subcontract,8221 Print/Paper Supply
Australia,Port Melbourne,"-37.836926,144.94455",Reprographics & Stationery,13348,Subcontract,8222 Central Reprographics
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,56165,Subcontract,2001 Utilities - Electrical
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,29580,Subcontract,2002 Utilities - Gas
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,23446,Subcontract,2003 Utilities - Fuel Oil
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,12992,Subcontract,2004 Utilities - Steam
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,39244,Subcontract,2006 Utilities - Water
Australia,Port Melbourne,"-37.836926,144.94455",Utilities,26839,Subcontract,2007 Utilities - Sewer
Australia,South Wharf,"-37.824997,144.951999",Security,57046,Subcontract,4200 Security - Guards
Australia,South Wharf,"-37.824997,144.951999",Security,6596,Subcontract,4100 Secty-Fence&Barriers
Australia,South Wharf,"-37.824997,144.951999",Security,8089,Subcontract,4202 Secty-Emergency Planning
Australia,South Wharf,"-37.824997,144.951999",Security,18152,Subcontract,4410 Secty-Eqpt CCTV Maint
Australia,South Wharf,"-37.824997,144.951999",Reprographics & Stationery,51980,Subcontract,8221 Print/Paper Supply
Australia,South Wharf,"-37.824997,144.951999",Reprographics & Stationery,22622,Subcontract,8222 Central Reprographics
Australia,South Wharf,"-37.824997,144.951999",Utilities,20302,Subcontract,2001 Utilities - Electrical
Australia,South Wharf,"-37.824997,144.951999",Utilities,54456,Subcontract,2002 Utilities - Gas
Australia,South Wharf,"-37.824997,144.951999",Utilities,31065,Subcontract,2003 Utilities - Fuel Oil
Australia,South Wharf,"-37.824997,144.951999",Utilities,39014,Subcontract,2004 Utilities - Steam
Australia,South Wharf,"-37.824997,144.951999",Utilities,24453,Subcontract,2006 Utilities - Water
Australia,South Wharf,"-37.824997,144.951999",Utilities,23060,Subcontract,2007 Utilities - Sewer
Australia,Dandenong VDC,"-37.98746,145.214861",Security,21493,Subcontract,4200 Security - Guards
Australia,Dandenong VDC,"-37.98746,145.214861",Security,17452,Subcontract,4202 Secty-Emergency Planning
Australia,Dandenong VDC,"-37.98746,145.214861",Security,58445,Subcontract,4203 Secty-Lock & Key Controls
Australia,Dandenong VDC,"-37.98746,145.214861",Security,5969,Subcontract,4300 Security - Monitoring
Australia,Dandenong VDC,"-37.98746,145.214861",Security,22266,Subcontract,4410 Secty-Eqpt CCTV Maint
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,35092,Subcontract,8151 Stationery Management
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,32114,Subcontract,8221 Print/Paper Supply
Australia,Dandenong VDC,"-37.98746,145.214861",Reprographics & Stationery,10791,Subcontract,8222 Central Reprographics
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,46272,Subcontract,2001 Utilities - Electrical
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,14205,Subcontract,2002 Utilities - Gas
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,6664,Subcontract,2003 Utilities - Fuel Oil
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,53987,Subcontract,2004 Utilities - Steam
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,30477,Subcontract,2006 Utilities - Water
Australia,Dandenong VDC,"-37.98746,145.214861",Utilities,31559,Subcontract,2007 Utilities - Sewer
Australia,State Sales Offices,"-37.814107,144.96328",Security,26856,Subcontract,4200 Security - Guards
Australia,State Sales Offices,"-37.814107,144.96328",Security,56653,Subcontract,4100 Secty-Fence&Barriers
Australia,State Sales Offices,"-37.814107,144.96328",Security,16641,Subcontract,4202 Secty-Emergency Planning
Australia,State Sales Offices,"-37.814107,144.96328",Security,31890,Subcontract,4410 Secty-Eqpt CCTV Maint
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,20818,Subcontract,8151 Stationery Management
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,47029,Subcontract,8221 Print/Paper Supply
Australia,State Sales Offices,"-37.814107,144.96328",Reprographics & Stationery,55221,Subcontract,8222 Central Reprographics
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,20265,Subcontract,2001 Utilities - Electrical
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,7931,Subcontract,2002 Utilities - Gas
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,6022,Subcontract,2003 Utilities - Fuel Oil
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,33635,Subcontract,2004 Utilities - Steam
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,9968,Subcontract,2006 Utilities - Water
Australia,State Sales Offices,"-37.814107,144.96328",Utilities,7032,Subcontract,2007 Utilities - Sewer
New Zealand,Dunedin,"-45.87876,170.502798",Security,56774,Subcontract,4410 Secty-Eqpt CCTV Maint
